Step 0: {'loss': 129055.1953125, 'mse_loss': 129055.1953125, 'sparsity_loss': 0.0, 'l0': 32760.8359375, 'dead_features': 0}
Num non-zero elements: 20
Test accuracy for de: 0.989
Num non-zero elements: 20
Test accuracy for es: 0.997
Num non-zero elements: 20
Test accuracy for nl: 0.962
Num non-zero elements: 50
Test accuracy for en: 0.999
Num non-zero elements: 50
Test accuracy for fr: 0.995
Num non-zero elements: 50
Test accuracy for de: 0.996
Num non-zero elements: 50
Test accuracy for es: 0.998
Num non-zero elements: 50
Test accuracy for nl: 0.994

Running unlearning evaluation...
Loaded pretrained model google/gemma-2-2b-it into HookedTransformer
Running evaluation for SAE: google/gemma-2-2b_layer_12_sae_custom_sae
Sparsity calculation for google/gemma-2-2b_layer_12_sae_custom_sae is already done
Forget sparsity: [0.055334 0.060503 0.026297 ... 0.110983 0.10498  0.903909]
(65536,)
Retain sparsity: [0.077796 0.049172 0.035404 ... 0.125102 0.112777 0.923225]
(65536,)
Starting metrics calculation...
running on datasets: ['wmdp-bio', 'high_school_us_history', 'college_computer_science', 'high_school_geography', 'human_aging']
Calculating metrics for retain threshold: 0.001
Top features for ablation: [10506 25842 45314  2077 56357 23027 39119 61347  2779 21104 20107 36120
 44205 21364 34103 17564 40779  9286 19471 31912 48339 36359 34559 65092
 22709 17153 28389  8491 42849 17326 50353  7897 53329 47303 11280 23881
 18455 54730 19873 32604 25749 31533 22212 62161 15985 16021 37693 38727
 64081 19944 27614 26232 54135 62951 26348 20822  1147 63697 58458 29914
 41995 52815 37793 19592  9135 17785 36803 61383 12346  2086 55085 14808
 27546 12828 57693 14060 27484 31026 25288  6378 62809 11105 55176 52073
 37081   190 42057 58038 34781 26769  1647 25831 28120  4879 15161 38806
  2924 62297 52236  5062 65524 59740 38292 43825 26854  6470 61641   230
 20669 39117 55369 19350 24176 45545 25200 60009 31765  4073 18990 63512
 43530   706 60541  9344 59973 48315  9336 16748 16835 34065  7706 41502
 58280  1096 19856 41726 22679 42491 62964 37951  7286 38142 35941  3511
  5229 37863 30113  9746 43667 21987 56116  8685 17274 48219 42589 43262
 52831 45285 49092 44118 55453 36319 63961 14767 61353 59834 47157 62300
 61637  7579 44794 34961 29889  1361 12581 42694 46048 17960 61054 64070
 39113 31454  4036 16436 32365 28740 34350 27024 15704 56320 14154  4034
 53433  7719 59048 44493 17617 45592 19731  8031 11518  9566 19830 40956
 64581 54639  7639  3239 55189 26063 52898 53800 23010 15894 64990 41124
 24731  3234 11273 55705 63924 22399  5300  7722 25968 34665 55757 61991
 59378 32074 46580 52984  9664 47173 10561 11803  7957 22593 52156 63398
 10656 51744 38395 22005 49485 29408 46217  1747 14907 14643  8511 42447
   740 60643 48739 64472 47878 35043 26078 51965  8010 30902  1837  4592
  1689 17568 55642 60098  9398 42494  2878 38463  3733 34405 49866 60759
 62948 41590 40827  2859 63109 44631  5662 22776 45075 54818 23783 16902
 61668 61516  1735 50236 29268 22175 32192 19186 33598 25504 49321 22802
 51150 17172 17134  5634 18834 10485 20371 25058 50721  1441 43925 31556
 26491 36918 15765 62863 57872 53277 51824 42701 30872  8247 56959 32030
 46027 14935 34083 28931 29847 36177 27808 33248 41597 39376 25091 31798
 36705 46804 55151 12400 33041 46696 46871  7531 27366  5375 35575 54390
 21451 30426  4855 53328  5190 19500  1683 42836 17464 50856 34971 23317
 59937 58894 48457 16425 46397 16379 37054 56669 41526 61844  4849 19225
 20948 18541 45435 33513 60649 53646  1464 27010 34449 39383 13799 38274
 59571  7274 55794 40614 14013 53247 35950  8497 16946   422 18209 53259
 33609 18662 62254 48889 55331 25781 62158 51010   594 15822 54211 45911
 37872 51514 63205 38235 33699 33167 38868 21402 14274 27136 63107 61623
 48551 63495  2888 44172 27805  6881 39395 49755 62004 51537 34056 49969
 31523 24251 38466 14621   515 15761 34015 11217  3150 14766 30440  7820
 48013 54140 37355 34965 21912 63510 31599 47162 21304 23967 16753  2403
 42613  6567  3295 23108 44270 60426 35324 61432 21509 12551 61649 42333
 34645 14104 45293 22913 57985  2025 57709  5735 57664 51285 58462 24362
  2467 58358 31068 38375 47016 43450 51146 61208 18727 18938 43391 24615
 29569 26762 20131 18794 52099 58863 13755 28813  3051 35113 27137 47129
 35317 28631 47629 41209 54863 57379 55758 14153 62251 32121 30381 42916
 58248 41010  7302  1617 19749 25255 12261 13728 22524  5335 50037 54488
  2654  4231  9570  3567 26484 24050 37779 51288 32492 60238  6128 34842
 49897 35414 14799 30143 36912 42187 18777 39909 49499 25674 19489 33780
 63440 44980 13770 45157 17635 33622 22347  5174 56714 50625 32370 61232
 28422 60712 34610 42840 48083  4655  2455 65342   893  5200  5881 39170
 52903 33159  2479 40699 43941 38827 49854 30568  2784 63251 37077 17668
 21614 24726 12404 61521 27056 22236 13986  4547 38472 28575 40412  6704
  7082 37095 16135 37680 56754 34588 43753  7005 33871 17372 35651 50546
 47283 44224 27043 44967 64181 21230 23860   701  7996 26403 14475  2486
  4731 48100 43977 22137  9583 53833 64146 40976 33487 63537 45858 12056
 56059 62347 12524 18108 42110 42224 44086 53934 12451  6597 34007  5374
 15920 57656 19880 62502 16004 36981 31484  1462 41057 26673 36304 44176
 26906  1291 33669 62645  9818 30473  3641 17202   782 12701  9196  1078
 51533  7671 46698 18545 12820 58639 63646 25189  8591 13686 44767 28679
 55150 49804 24065 49549 51061  8195 12223 16731 19219 24501 27916 22070
 65401 48976 41300  8484 20533  1640 26567  9980 50959 21471 39872  3723
 29947 17188 42636 38897 52176 47108 55298 30391 61962 46163 16651 12906
 21518 38630  8749 56464 41418  5406 63598 48110 45811 39754 29077 22222
 29776  5074 15679 58065 53938 37253 62343 62163 40719  9498 46058 57519
 41234 45885 24098 18375 19744 42009 40538 16898 53368 17467 50624 59008
  5211 62675 58629 46556 37600 35825 15722  4697  1094  3789  1832 24826
 20122 63520 59713 57460 56755 34314 54672 51393 64813 28448 56548 21182
  2649 25990 57867 15553 23720]
Calculating metrics list with parameters: {'intervention_method': 'clamp_feature_activation'} {'features_to_ablate': [array([10506, 25842, 45314,  2077, 56357, 23027, 39119, 61347,  2779,
       21104]), array([10506, 25842, 45314,  2077, 56357, 23027, 39119, 61347,  2779,
       21104, 20107, 36120, 44205, 21364, 34103, 17564, 40779,  9286,
       19471, 31912])], 'multiplier': [25, 50, 100, 200]}
All target question ids for gemma-2-2b-it on wmdp-bio already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on high_school_us_history already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on college_computer_science already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on high_school_geography already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on human_aging already exist. No need to generate target ids.
Calculating metrics for retain threshold: 0.01
Top features for ablation: [53269 56968 12105 ... 57867 15553 23720]
Calculating metrics list with parameters: {'intervention_method': 'clamp_feature_activation'} {'features_to_ablate': [array([53269, 56968, 12105, 51412, 36614, 10812, 28826,  7585, 31297,
       31809]), array([53269, 56968, 12105, 51412, 36614, 10812, 28826,  7585, 31297,
       31809, 40159, 13356, 49187, 26211, 45538,  6749, 31925, 43322,
       56757, 32266])], 'multiplier': [25, 50, 100, 200]}
All target question ids for gemma-2-2b-it on wmdp-bio already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on high_school_us_history already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on college_computer_science already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on high_school_geography already exist. No need to generate target ids.
All target question ids for gemma-2-2b-it on human_aging already exist. No need to generate target ids.
Unlearning scores DataFrame:     wmdp-bio  high_school_us_history  ...  multiplier  all_side_effects_mcq
0        1.0                     1.0  ...          25                   1.0
1        1.0                     1.0  ...         200                   1.0
2        1.0                     1.0  ...         100                   1.0
3        1.0                     1.0  ...         200                   1.0
4        1.0                     1.0  ...         200                   1.0
5        1.0                     1.0  ...          50                   1.0
6        1.0                     1.0  ...         100                   1.0
7        1.0                     1.0  ...         100                   1.0
8        1.0                     1.0  ...          50                   1.0
9        1.0                     1.0  ...          50                   1.0
10       1.0                     1.0  ...          25                   1.0
11       1.0                     1.0  ...         100                   1.0
12       1.0                     1.0  ...          25                   1.0
13       1.0                     1.0  ...          25                   1.0
14       1.0                     1.0  ...         200                   1.0
15       1.0                     1.0  ...          50                   1.0

[16 rows x 10 columns]
